gene	Ambalavanan_25449221	Bhattacharya_33552042	Dai_34276789_data	Gong_32412065	Li_26030808	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Wang_23897914	Wang_35790551_circRNA	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Da_paepe_20718599	Fulton_30459472	Oji_mmuo_33177681_mRNA	Shen_33093882	Siddiah_37123538	Ahmed_37839510	Hamvas_30342483	Luo_36514862_eqtl	Luo_36514862_SNPS	Hadchoul_data	Torgerson_30113228	Tsotakos_35947545_down	Tsotakos_35947545_up	maic_score	contributors
MKI67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032953320635631	0.0	1.0502678955127582	0.0	0.0	1.2948300931804722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3450979886932304	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_deg_day14
TPP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0567062341121556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3436090125439484	SALIVA: Ahmed_37839510, BLOOD: Yuon_chou_37507442_deg_day14
LEF1	0.0	0.0	0.0	0.0	0.0	1.1003315894832337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425799820628949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3429115715461286	LUNG/TA: Fulton_30459472, BLOOD: Pietrzyk_24194948_down_day28
KIF18B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0470604550623726	0.0	0.0	1.2952020290715092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3422624841338817	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_deg_day14
ASPM	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.033349992372338	1.024749014050924	0.0	0.0	0.0	1.2958146429641553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.335714103282428	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
CD8A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.295679054607072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3355785149253445	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
CELF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245064475861776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3109718133570472	2.3354782609432245	UNKNOWN: Tsotakos_35947545_up, BLOOD: Yuon_chou_37507442_cpg_day28
IL1RL1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0351266817476732	0.0	0.0	0.0	0.0	1.2955293573639532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3354288176822258	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
DEPDC1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2954400708017804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.335339531120053	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
SELE	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2954251925191074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3353246528373797	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
PLA2G2A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245399600582807	0.0	0.0	0.0	1.295306171214802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3352056315330745	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
KIF14	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0347500102665983	0.0	0.0	0.0	0.0	1.295216906510397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3351163668286694	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
CD5L	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2950978870168068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3349973473350794	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
BUB1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2950383772750542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3349378375933267	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
KMO	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.294978867533674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3348783278519463	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
CENPA	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0365900337847689	0.0	0.0	0.0	0.0	1.2948449706157894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.334744430934062	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
TRIB2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0569601823022545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2776986208908372	2.3346588031930917	BLOOD: Yuon_chou_37507442_deg_day14, UNKNOWN: Tsotakos_35947545_up
IQGAP3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2946515639566691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3345510242749414	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
LGALS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0380333519378104	0.0	0.0	0.0	0.0	0.0	1.2963972690419803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3344306209797905	LUNG/TA: Bharracharya_22723293, BLOOD: Windhorst_37090732
NEK2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2944730347328668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3343724950511393	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
RORC	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	1.0165317301223362	0.0	0.0	0.0	0.0	0.0	0.0	1.2943837701209657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3342832304392385	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
KANK4	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2942201183324804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.334119578650753	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
FCER1A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2941754860265298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3340749463448023	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
SLC44A5	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2939969568027276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.333896417121	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
S100A3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2939672019320938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.333866662250366	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
NNMT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0380333519378104	1.0344100059208494	0.0	0.0	0.0	0.0	1.2957758193951139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3338091713329243	LUNG/TA: Bharracharya_22723293, BLOOD: Windhorst_37090732
ITLN1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.293863059884876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3337625202031482	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808
ARNTL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0364166982359557	1.0248406148080058	0.0	0.0	0.0	1.2946961962626198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3311128944985757	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day14
PSPH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0358566910782516	0.0	0.0	0.0	0.0	1.2938481824495591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3297048735278105	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day14
FABP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.035430018958096	0.0	0.0	0.0	0.0	1.2942349957677972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3296650147258933	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day14
ATP6V0D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.024800080675081	0.0	0.0	0.0	1.3046685207621604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3294686014372417	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day28
NCMAP	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2878133513599173	0.0	0.0	0.0	0.0	0.0	0.0	2.3277128116781896	SALIVA: Hamvas_30342483, BLOOD: Li_26030808
CDC25C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0323366460869687	0.0	0.0	0.0	0.0	1.2949491126630226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3272857587499916	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day14
S100A11	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3268022387500653	SALIVA: Ahmed_37839510, BLOOD: Li_26030808
PHGDH	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3268022387500653	SALIVA: Ahmed_37839510, BLOOD: Li_26030808
S100A14	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3268022387500653	SALIVA: Ahmed_37839510, BLOOD: Li_26030808
PIGR	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3268022387500653	SALIVA: Ahmed_37839510, BLOOD: Li_26030808
SERPINC1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3268022387500653	SALIVA: Ahmed_37839510, BLOOD: Li_26030808
GHRL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0326499834252079	0.0	0.0	0.0	0.0	1.2941457311558962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3267957145811042	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day14
TNIP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0312199651474991	0.0	0.0	0.0	0.0	1.2949193577923803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3261393229398797	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day14
PLEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0349700130785535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321872791510346	SALIVA: Ahmed_37839510, BLOOD: Yuon_chou_37507442_cpg_day14
SIGLEC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245482583847063	0.0	0.0	0.0	1.2956337920645005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3201820504492066	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day28
CCL17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.024710714082806	0.0	0.0	0.0	1.2940862214146287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.318796935497435	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_cpg_day28
ZNF608	0.0	0.0	0.0	1.0691444035116013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0355166867325027	0.0	0.0	0.0	0.0	0.0	0.0	1.2425806820628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.311725085574496	LUNG/TA: Fulton_30459472, BLOOD: Gong_32412065
EIF1AY	0.0	0.0	0.0	1.0688319897052365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425812820628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3114132717681315	LUNG/TA: Fulton_30459472, BLOOD: Gong_32412065
PRICKLE1	0.0	0.0	0.0	1.0686346757222696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425797520628947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3112144277851643	LUNG/TA: Fulton_30459472, BLOOD: Gong_32412065
RPS4Y2	0.0	0.0	0.0	1.0662997935904914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425812320628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3088810256533865	LUNG/TA: Fulton_30459472, BLOOD: Gong_32412065
ZFY	0.0	0.0	0.0	1.0662340222628357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425804520628947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3088144743257306	LUNG/TA: Fulton_30459472, BLOOD: Gong_32412065
RPS4Y1	0.0	0.0	0.0	1.0660038226160409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425812720628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3085850946789357	LUNG/TA: Fulton_30459472, BLOOD: Gong_32412065
SERPINF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0246765632779011	1.0498962993071579	0.0	0.0	0.0	0.0	1.2425801820628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.292476481370053	LUNG/TA: Fulton_30459472, BLOOD: Yuon_chou_37507442_deg_day14
IL7	0.0	0.0	0.0	1.0704269444008878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2206053430020531	0.0	2.291032287402941	BLOOD: Gong_32412065, UNKNOWN: Tsotakos_35947545_down
FHL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0478427558951933	0.0	0.0	0.0	0.0	1.2425811420628947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.290423897958088	LUNG/TA: Fulton_30459472, BLOOD: Yuon_chou_37507442_deg_day14
NFIA	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0470995701012709	0.0	0.0	0.0	0.0	1.2425808420628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2896804121641656	LUNG/TA: Fulton_30459472, BLOOD: Yuon_chou_37507442_deg_day14
TGFBR3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425806520628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.282480112381167	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
C1orf115	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425805820628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824800423811675	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
PODN	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425805620628947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.282480022381167	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
MCOLN2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425804220628949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824798823811676	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
NID1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425802820628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824797423811676	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
LRP1B	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.242580272062895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824797323811676	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
ALPL	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0363600308449976	1.0246669882858717	0.0	0.0	0.0	0.0	0.0	1.242580162062895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824796223811674	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
SLC20A1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425800720628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.282479532381167	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
FAIM3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425799920628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824794523811676	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
FAM46C	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425799120628949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.282479372381167	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
GSTM3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425799020628947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.282479362381167	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
IL1A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425798820628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824793423811673	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
IL1R1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425798520628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824793123811675	LUNG/TA: Fulton_30459472, BLOOD: Li_26030808
CLEC2B	0.0	0.0	0.0	0.0	0.0	1.0986011618355642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1838359679550525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2824371297906167	LUNG/TA: Oji_mmuo_33177681_mRNA, BLOOD: Pietrzyk_24194948_down_day28
SEMA5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0380333519378104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425798420628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.280613194000705	LUNG/TA: Fulton_30459472, BLOOD: Windhorst_37090732
RDH10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0363000300781007	0.0	0.0	0.0	0.0	0.0	0.0	1.2425806420628949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2788806721409953	LUNG/TA: Fulton_30459472, BLOOD: Yuon_chou_37507442_cpg_day14
LTBP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0357133559128868	1.024815719828729	0.0	0.0	0.0	0.0	0.0	1.2425803220628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.278293677975782	LUNG/TA: Fulton_30459472, BLOOD: Yuon_chou_37507442_cpg_day14
SNCAIP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0356266881384804	0.0	0.0	0.0	0.0	0.0	0.0	1.2425797220628947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.278206410201375	LUNG/TA: Fulton_30459472, BLOOD: Yuon_chou_37507442_cpg_day14
PLEKHA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03505668085296	0.0	0.0	0.0	0.0	0.0	0.0	1.2425809020628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2776375829158546	LUNG/TA: Fulton_30459472, BLOOD: Yuon_chou_37507442_cpg_day14
PLXDC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0350500141010825	0.0	0.0	0.0	0.0	0.0	0.0	1.2425800020628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.277630016163977	LUNG/TA: Fulton_30459472, BLOOD: Yuon_chou_37507442_cpg_day14
